Id,Precio
0,9809.926025320725
1,2767.933548299425
2,7882.56677237728
3,1825.3264855581801
4,3178.763867510437
5,2951.679224239279
6,12641.723538692791
7,1608.5399854156062
8,4719.3518888541685
9,3398.405676333229
10,35077.89833258593
11,3341.011546328956
12,3746.1255291230427
13,2693.2046403440145
14,15817.423799627182
15,7094.481155467072
16,9524.729392847217
17,2887.1678972067566
18,2889.291321075208
19,10877.092067702992
20,5147.094153164613
21,3157.5431307971985
22,22936.77692977119
23,33502.661881835964
24,26143.537037479062
25,3008.5369054313605
26,19322.06055448447
27,27949.496979014933
28,3313.217666950553
29,3228.734977744793
30,9056.091255154433
31,8106.502159532571
32,16656.945188046826
33,1893.7135153751906
34,4599.944842208788
35,2292.0729257521007
36,2987.0097560056597
37,1827.0883356942675
38,10066.97916815335
39,6555.460905679421
40,6877.742695185843
41,3783.991417660063
42,9180.401584119203
43,12366.888443775164
44,2989.0964739185765
45,4809.556834805996
46,13197.921432723735
47,17086.738422243798
48,5210.547089357456
49,6476.760052499056
50,7237.001324335335
51,9449.958096485338
52,9686.091892784905
53,2933.4773956640747
54,29503.597171162204
55,4271.575405570819
56,9145.695694941178
57,2419.999919225754
58,22869.08649133798
59,23466.176530056317
60,30264.73625569612
61,6565.240513069169
62,7077.67975570525
63,4677.247599848235
64,22139.824846950913
65,2293.1454362304094
66,11972.246500934
67,3743.700874352256
68,17239.217682376395
69,6921.748098779062
70,18599.440651731828
71,2407.735094296785
72,20388.853630717476
73,2087.181178055856
74,5358.944957170776
75,2007.8687590473075
76,4847.314142455637
77,2732.954925059685
78,1569.9804499667655
79,11639.782377991789
80,2041.8690279963869
81,6877.742695185843
82,9779.383033311682
83,13181.82681856392
84,11258.187639741205
85,2953.2047363870943
86,21059.52577374353
87,2463.5766919678485
88,27628.123644268646
89,12131.313689821713
90,2514.4986086607664
91,11163.948183768714
92,11132.042259611586
93,6187.915008296418
94,2945.794627434405
95,3776.0536501353404
96,9795.372454574392
97,2171.758880198382
98,45969.9399470058
99,1820.8930917173327
100,29966.26300433252
101,2168.900055455844
102,10712.034726289436
103,47584.274033762464
104,1984.1799586335992
105,4281.596912580395
106,11104.35996652081
107,17034.31827547121
108,8474.92179329431
109,2738.9363274573693
110,1929.420672163635
111,4575.647587804403
112,15702.357706692477
113,13.539773555117938
114,13491.211939767238
115,2766.031105870689
116,3288.0678577114854
117,1740.964690962852
118,30638.957501507557
119,2487.2062749916336
120,11093.516562566594
121,3963.2136351673043
122,20090.950880520202
123,8663.530264355692
124,5303.796699910202
125,4726.518936675486
126,12313.78975742731
127,4334.609089861898
128,3402.2973336967243
129,19567.113557731867
130,5605.664476891015
131,16594.440479535584
132,1926.8674613691298
133,12843.97203709963
134,1825.3264855581801
135,9442.88298645415
136,1790.0873076977339
137,2236.4311222670553
138,5658.381259237531
139,12843.97203709963
140,20714.29191370075
141,30931.23530995054
