Id,Precio
0,10615.361015777657
1,949.4188253097373
2,11602.262079627275
3,2464.528067290389
4,6043.833909503678
5,1929.0247157132644
6,15955.344686959268
7,1537.3354685346885
8,3678.2675404292586
9,3211.609907294678
10,24881.184276633445
11,3208.115502247394
12,10615.675403583553
13,2931.1857004249673
14,10702.135981952735
15,9051.63483268708
16,14918.165024964635
17,2931.1857004249673
18,4674.837826543012
19,12080.846048457119
20,6043.833909503678
21,1929.0247157132644
22,24881.184276633445
23,14899.137763280169
24,24881.184276633445
25,4560.078381186862
26,19378.106301625532
27,24881.184276633445
28,2931.1857004249673
29,1304.8114181354506
30,6043.833909503678
31,12895.861165611066
32,16225.004846691862
33,2931.1857004249673
34,11786.489554201456
35,1484.9221768868636
36,4515.121024226175
37,1484.9221768868636
38,12322.2939888384
39,11602.262079627275
40,8871.533401587918
41,4266.120913304502
42,9051.63483268708
43,14304.843537693623
44,2931.1857004249673
45,8179.175282800301
46,14918.165024964635
47,16225.004846691862
48,3563.5080950731062
49,7527.6829581420025
50,6043.833909503678
51,15955.344686959268
52,14304.843537693623
53,1929.0247157132644
54,12322.2939888384
55,6790.915749507969
56,14304.843537693623
57,1537.3354685346885
58,24881.184276633445
59,24881.184276633445
60,24881.184276633445
61,6790.915749507969
62,8912.772457024581
63,4906.810271404753
64,20261.526197655712
65,1806.9956282672824
66,19306.204294630872
67,4674.837826543012
68,7787.4860356217205
69,7787.4860356217205
70,16225.004846691862
71,2931.1857004249673
72,19378.106301625532
73,2464.528067290389
74,8756.773956231767
75,557.7295781311611
76,5763.28127093063
77,4916.499674327498
78,557.7295781311611
79,19378.106301625532
80,1806.9956282672824
81,8871.533401587918
82,10702.135981952735
83,14758.448222647801
84,14304.843537693623
85,7787.4860356217205
86,24881.184276633445
87,2816.4262550688163
88,20261.526197655712
89,7540.994267129804
90,1537.3354685346885
91,14304.843537693623
92,14304.843537693623
93,6043.833909503678
94,2931.1857004249673
95,2931.1857004249673
96,12080.846048457119
97,2304.811264973553
98,24881.184276633445
99,1537.3354685346885
100,24881.184276633445
101,557.7295781311611
102,6043.833909503678
103,14899.137763280169
104,1238.4304083949478
105,3678.2675404292586
106,14304.843537693623
107,20174.751231480634
108,8964.859866512
109,6043.833909503678
110,557.7295781311611
111,3211.609907294678
112,17969.12392954299
113,14899.137763280169
114,16225.004846691862
115,1537.3354685346885
116,2574.4714247061474
117,1537.3354685346885
118,24881.184276633445
119,4515.121024226175
120,13731.276360920954
121,6043.833909503678
122,16225.004846691862
123,8374.851073309177
124,6844.108835892812
125,4266.120913304502
126,19306.204294630872
127,5147.443418874314
128,2931.1857004249673
129,19306.204294630872
130,7287.598077786713
131,19378.106301625532
132,1238.4304083949478
133,8871.533401587918
134,1537.3354685346885
135,14304.843537693623
136,1537.3354685346885
137,2816.4262550688163
138,9528.201803690361
139,8871.533401587918
140,19378.106301625532
141,24881.184276633445
142,14304.843537693623
143,8695.544360501215
144,19378.106301625532
145,3678.2675404292586
146,6435.523156682256
147,20261.526197655712
148,2931.1857004249673
149,12895.861165611066
150,24881.184276633445
151,7787.4860356217205
152,2931.1857004249673
153,16225.004846691862
154,2816.4262550688163
155,20261.526197655712
156,10615.361015777657
157,557.7295781311611
158,19306.204294630872
159,949.4188253097373
160,3322.874947603545
161,1537.3354685346885
162,8964.859866512
163,4515.121024226175
164,14671.673256472723
165,6043.833909503678
166,11671.730108845308
167,14304.843537693623
168,1537.3354685346885
169,20261.526197655712
170,19378.106301625532
171,13803.12631962296
172,6790.915749507969
173,1325.205374570027
174,14758.448222647801
175,10937.184175772918
176,4594.9909021381345
177,14671.673256472723
178,5843.692273083201
179,10615.361015777657
180,24881.184276633445
181,6435.523156682256
182,24881.184276633445
183,10702.135981952735
184,10439.196486619257
185,14304.843537693623
186,14758.448222647801
187,24881.184276633445
188,24881.184276633445
189,10615.361015777657
190,11786.489554201456
191,2931.1857004249673
192,9051.63483268708
193,6790.915749507969
194,16225.004846691862
195,5683.975470766364
196,4916.499674327498
197,6661.223642335298
198,14304.843537693623
199,6043.833909503678
200,1929.0247157132644
201,4674.837826543012
202,557.7295781311611
203,19378.106301625532
204,1806.9956282672824
205,13824.498174575157
206,19378.106301625532
207,2931.1857004249673
208,16225.004846691862
209,12080.846048457119
210,13824.498174575157
211,2931.1857004249673
212,14546.362314876722
213,9051.63483268708
214,6790.915749507969
215,6982.732414524659
216,2931.1857004249673
217,2931.1857004249673
218,24881.184276633445
219,14758.448222647801
220,24881.184276633445
221,7932.6835143083845
222,9007.714628215783
223,2931.1857004249673
224,8964.859866512
225,1929.0247157132644
226,10861.852784269573
227,24881.184276633445
228,24881.184276633445
229,15955.344686959268
230,23472.201904550904
231,6215.256618085793
232,557.7295781311611
233,11602.262079627275
234,1929.0247157132644
235,16225.004846691862
236,6043.833909503678
237,14304.843537693623
238,11786.489554201456
239,20421.242999972546
240,20421.242999972546
241,2931.1857004249673
242,6798.326052226843
243,2304.811264973553
244,20261.526197655712
245,8019.458480483464
246,1806.9956282672824
247,14758.448222647801
248,10702.135981952735
249,3678.2675404292586
250,19378.106301625532
251,16225.004846691862
252,20261.526197655712
253,557.7295781311611
254,19378.106301625532
255,16225.004846691862
256,20421.242999972546
257,2304.811264973553
258,15955.344686959268
259,23472.201904550904
260,10209.730420977634
261,2284.4173085389757
262,19378.106301625532
263,14758.448222647801
264,23472.201904550904
265,15955.344686959268
266,15955.344686959268
267,5522.18350089384
268,9230.124530574109
269,24881.184276633445
270,2464.528067290389
271,10885.02117551025
272,4380.880358660654
273,2284.4173085389757
274,8019.458480483464
275,4266.120913304502
276,13664.781372258321
277,19378.106301625532
278,1484.9221768868636
279,1537.3354685346885
280,24881.184276633445
281,24881.184276633445
282,2931.1857004249673
283,6790.915749507969
284,12080.846048457119
285,15955.344686959268
286,9051.63483268708
287,557.7295781311611
288,557.7295781311611
289,1537.3354685346885
290,7627.7692333048835
291,14304.843537693623
292,19378.106301625532
293,6872.5957403598
294,19378.106301625532
295,19378.106301625532
296,3256.6902865029638
297,7787.4860356217205
298,1537.3354685346885
299,12080.846048457119
300,14304.843537693623
301,14816.022474609315
302,8695.544360501215
303,24881.184276633445
304,7494.347404619925
305,4428.3460580510955
306,6798.326052226843
307,6435.523156682256
308,6043.833909503678
309,10702.135981952735
310,19378.106301625532
311,10971.796141685329
312,3563.5080950731062
313,3322.874947603545
314,14758.448222647801
315,19378.106301625532
316,24881.184276633445
317,1806.9956282672824
318,6043.833909503678
319,16225.004846691862
320,24881.184276633445
321,1537.3354685346885
322,557.7295781311611
323,1537.3354685346885
324,7627.7692333048835
325,23472.201904550904
326,15955.344686959268
327,14758.448222647801
328,1537.3354685346885
329,7494.347404619925
330,24881.184276633445
331,9230.124530574109
332,23472.201904550904
333,3256.6902865029638
334,8964.859866512
335,24881.184276633445
336,13664.781372258321
337,13664.781372258321
338,24881.184276633445
339,2931.1857004249673
340,6661.223642335298
341,3914.222725526073
342,2931.1857004249673
343,1537.3354685346885
344,19306.204294630872
345,14304.843537693623
346,10702.135981952735
347,7494.347404619925
348,3678.2675404292586
349,14758.448222647801
350,10885.02117551025
351,13803.12631962296
352,6043.833909503678
353,10861.852784269573
354,15955.344686959268
355,24881.184276633445
356,13731.276360920954
357,557.7295781311611
358,2464.528067290389
359,19378.106301625532
360,10702.135981952735
361,12080.846048457119
362,15955.344686959268
363,4515.121024226175
364,1537.3354685346885
365,14304.843537693623
366,20261.526197655712
367,3208.115502247394
368,6435.523156682256
369,2816.4262550688163
370,14304.843537693623
371,10209.730420977634
372,1238.4304083949478
373,11786.489554201456
374,2931.1857004249673
375,6435.523156682256
376,24881.184276633445
377,8695.544360501215
378,23472.201904550904
379,20261.526197655712
380,15955.344686959268
381,14304.843537693623
382,2304.811264973553
383,24881.184276633445
384,14304.843537693623
385,16225.004846691862
386,6790.915749507969
387,7287.598077786713
388,6043.833909503678
389,10702.135981952735
390,14899.137763280169
391,16225.004846691862
392,14918.165024964635
393,2072.2872145743154
394,8019.458480483464
395,16225.004846691862
396,6798.326052226843
397,10702.135981952735
398,2464.528067290389
399,20174.751231480634
400,14304.843537693623
401,8019.458480483464
402,5893.74784589643
403,949.4188253097373
404,20261.526197655712
405,2931.1857004249673
406,1484.9221768868636
407,15955.344686959268
408,14899.137763280169
409,24881.184276633445
410,1537.3354685346885
411,19378.106301625532
412,24881.184276633445
413,15955.344686959268
414,557.7295781311611
415,6043.833909503678
416,3208.115502247394
417,4515.121024226175
418,2688.125066630631
419,24881.184276633445
420,12895.861165611066
421,24881.184276633445
422,2007.4242363668413
423,1325.205374570027
424,10563.273606290237
425,3208.115502247394
426,4380.880358660654
427,7787.4860356217205
428,16225.004846691862
429,4594.9909021381345
430,2816.4262550688163
431,20261.526197655712
432,1325.205374570027
433,6043.833909503678
434,3914.222725526073
435,10439.196486619257
436,20261.526197655712
437,9031.250203904756
438,24881.184276633445
439,11602.262079627275
440,12080.846048457119
441,8374.851073309177
442,6043.833909503678
443,10439.196486619257
444,14918.165024964635
445,1325.205374570027
446,10971.796141685329
447,2774.9000328057105
448,19378.106301625532
449,8784.75843541284
450,7540.994267129804
451,9528.201803690361
452,6435.523156682256
453,3208.115502247394
454,8871.533401587918
455,2931.1857004249673
456,6790.915749507969
457,14758.448222647801
458,16225.004846691862
459,10702.135981952735
460,14304.843537693623
461,8964.859866512
462,10615.361015777657
463,6043.833909503678
464,24881.184276633445
465,9007.714628215783
466,3678.2675404292586
467,4674.837826543012
